group,year,#wounded,#killed,#killed_civilian,#killed_political,#killed_security,country,city,location,latitude,longtitude,target_desc,target_type
Islamic State,2015,8,3.5,0,0,3.5,Iraq,Bayji,Hijaj village,34.93,43.48,Joint Iraqi Army and Popular Mobilization Forces (Shia militia) checkpoint,Security
Islamic State,2015,2.5,2.5,0,0,2.5,Iraq,Bayji,Tal Abu Jarad neighborhood,34.93,43.48,Iraqi forces and shia Popular Mobilization Front militia,Security
Islamic State,2015,7.5,4,0,0,3,Iraq,Bayji,Hijaj village,34.93,43.48,Iraqi Military Base,Security
Islamic State,2015,2.5,2.5,0,0,2.5,Iraq,Bayji,West of Bayji,34.93,43.48,Iraqi forces and shia Popular Mobilization Front militia,Security
Islamic State,2015,2.5,5,0,0,5,Iraq,Bayji,Albu Jawari village,34.93,43.48,Iraqi forces and Shia Popular Mobilization Front militia,Security
Islamic State,2015,2.5,2.5,0,0,2.5,Iraq,Bayji,"Baraka Restaurant in Albu Juwari village (34¡Æ58'43""N 43¡Æ30'29""E) outside Bayji",34.93,43.48,Iraqi forces and Shia Popular Mobilization Front militia holding Baraka Restaurant,Security
Islamic State,2015,2.5,2.5,0,0,2.5,Iraq,Bayji,Hyundai intersection Bayji,34.93,43.48,Iraqi forces and militia Popular Mobilization Front fighters,Security
Unknown Group,2015,7,4,0,0,4,Iraq,Bayji,Center of the City,34.93,43.48,Shia Popular Mobilization Front position,Security
Unknown Group,2015,5,7,0,0,7,Iraq,Bayji,ISF checkpoint in the fertilizers area,34.93,43.48,Iraqi forces at the checkpoint,Security
Unknown Group,2015,6.5,9,0,0,9,Iraq,Bayji,Ta'mim district,34.93,43.48,Iraqi forces and Shia militia,Security
Islamic State,2015,10.5,11.5,0,0,11.5,Iraq,Bayji,Outdoor staging point in city,34.93,43.48,Iraqi Army and Polices Forces Preparing to Assault Bayji,Security
Islamic State,2015,9,9,0,0,9,Iraq,Bayji,West of City,34.93,43.48,Iraqi Army Forces,Security
Unknown Group,2015,4,11.5,0,0,11.5,Iraq,Bayji,South Gate of Oil Refinery,34.93,43.48,Iraqi Security Forces defending the refinery,Security
Unknown Group,2015,10,20,0,0,20,Iraq,Bayji,Outskirts of the city,34.93,43.48,Iraqi forces and Shia militia positions,Security
Islamic State,2015,0,1.5,0,0,1.5,Iraq,Bayji,the neighborhoods of Asri and Tamim in central Baiji,34.93,43.48,positions of Iraqi forces and allied militias,Security
Islamic State,2015,2.5,2.5,0,0,2.5,Iraq,Bayji,al-Asri neighborhood,34.93,43.48,Iraqi forces and Shia Popular Mobilization Front militia,Security
Islamic State,2015,2.5,2.5,0,0,2.5,Iraq,Bayji,Hyundai area,34.93,43.48,Iraqi forces and Shia Popular Mobilization Front militia,Security
Islamic State,2015,22,9,0,0,9,Iraq,Bayji,Harejiyah area,34.93,43.48,Defensive line of Iraqi security forces and Shia Popular Mobilization Forces militia,Security
Islamic State,2015,0,0,0,0,0,Iraq,Bayji,Southwest of the city railway area,34.93,43.48,Iraqi forces and Shia militia Rafidi [Rejector] Army barracks,Security
Islamic State,2015,0,0,0,0,0,Iraq,Bayji,Southwest of the city railway area,34.93,43.48,Iraqi forces and Shia militia Rafidi [Rejector] Army barracks,Security
Unknown Group,2015,37,29,0,0,29,Iraq,Bayji,Near a mosque at southern city entrance,34.93,43.48,members of the Shiite Popular Mobilization militia gathering,Security
Unknown Group,2015,10,7,0,0,7,Iraq,Al Fatah,al-Fatha area north of the town of Baiji,35.06361,43.5525,Front line of the Iraqi Security Forces and Popular Mobilization Forces,Security
Islamic State,2015,4,2.5,0,0,2.5,Iraq,Al Fatah,Defensive lines in Fat'ha area,35.06361,43.5525,Iraqi forces and Iraqi police,Security
Unknown Group,2015,0,0,0,0,0,Iraq,Daquq,Peshmerga positions,35.138411,44.444667,Kurdish Peshmerga Forces retaking a town,Security
Islamic State,2015,0,0,0,0,0,Iraq,Kirkuk,Abandoned hotel in central Kirkuk,35.46,44.39,Iraqi Local Police Headquarters,Security
Unknown Group,2015,0,0,0,0,0,Iraq,Kirkuk,House in Kirkuk,35.46,44.39,Kurdish Peshmerga forces cornering IS militants,Security
Unknown Group,2015,4,2.5,0.5,0,2,Iraq,Bajawan,Main road between Kirkuk and Debes district,35.53712,44.28216,Iraqi police patrol of North Oil,Security
Unknown Group,2015,3.5,1,0,0,1,Iraq,Dibis,Government compound area includes mayoral building and police HQ,35.674151,44.069888,Government compound checkpoint,Security
Unknown Group,2015,3,1,0,0,1,Iraq,Dibis,Government compound area includes mayoral building and police HQ,35.674151,44.069888,Kurdish forces attempting to retake the building from bomber and gunmen,Security
Islamic State,2015,8,5.5,5.5,0,0,Iraq,Arbil,Consulate US Consulate,36.19,44.01,U.S. Consulate,Political
Islamic State,2015,10,2,0,0,2,Iraq,Sinjar,Nasr quarter,36.32,41.86,headquarters of the Brigade 111 manned by Peshmerga forces,Security
Unknown Group,2015,0,13,0,0,13,Iraq,Sinjar,Ismail Beck Palace,36.32,41.86,Peshmerga and Yazidi Protection forces,Security
Islamic State,2015,12,0,0,0,0,Iraq,Mosul,Road between the Syrian and Iraqi border,36.33,43.11,Kurdish Peshmerga forces,Security
Islamic State,2015,0,6,0,0,6,Iraq,Z_mar,Inside army base near kaske,36.656878,42.60337,Kaske Peshmerga base,Security
Islamic State - Najd Province,2015,213.5,26.5,26.5,0,0,Kuwait,Kuwait City,Mosque al-Sawabir neighborhood,29.36972,47.97833,Imam Sadiq Mosque (Shiite),Civilian
Unknown Group,2015,8.5,2,2,0,0,Lebanon,Dahr al Baydar,House of militant in Deir Ammar village,33.8166,35.7666,Security/Military forces attempting to capture militant,Security
Islamic State Lebanon,2015,219.5,42.5,42.5,0,0,Lebanon,Beirut,Marketplace Al-Husainiyyah street Burj al-Barajneha Shia neighbourhood in southern Beirut,33.872,35.51,Shia civilians on a busy shopping street in a Shia neighborhood associated with Hezbollah,Civilian
Islamic State Lebanon,2015,3,5.5,5.5,0,0,Lebanon,Arsal,Offices the Qalamoun Clerics Association (Muslim scholar org),34.178778,36.424526,Meeting of Syrian Sunni clerics including Mansour head of Qalamoun Clerics Association [killed],Civilian
Jabhat an-Nu_rah li-Ahl ash-Sh_m,2015,33.5,9,9,0,0,Lebanon,Tripoli,Caf_ Jabal Mohsen neighborhood,34.433,35.85,Lebanese Oman Caf_,Civilian
Islamic State - Tripolitania Province,2015,1,1,0,0,1,Libya,Sirte,A checkpoint near the town of Harawa,31.2,16.58,Libya Dawn Forces Checkpoint,Security
Islamic State - Tripolitania Province,2015,0,5,0,0,5,Libya,Sirte,Outskirts of the city,31.2,16.58,Libya Dawn Rebel Checkpoint,Security
Shura Council of Benghazi Revolutionaries,2015,0,0,0,0,0,Libya,Benghazi,Army Checkpoint,32.11,20.06,Libyan Soldiers,Security
Unknown Group,2015,20,2,2,0,0,Libya,Benghazi,Road leading to Al-Lithi army post,32.11,20.06,Libyan Army Post,Security
Unknown Group,2015,4,3,0,0,3,Libya,Benghazi,Coastal Road to Ajdabiya,32.11,20.06,Libyan Road checkpoint gate of Sidi Abdul-Ati region,Security
Islamic State - Cyrenaica Province,2015,11,3,0,0,3,Libya,Benghazi,City Center near Benghazi's Mediterranean port,32.11,20.06,Libyan Army forces in the midst of a gun fight,Security
Shura Council of Benghazi Revolutionaries,2015,8,5.5,0,0,5.5,Libya,Benghazi,al-Laithi neighborhood,32.11,20.06,Libyan National Army checkpoint on road to the airport in the al-Laithi neighborhood,Security
Islamic State - Cyrenaica Province,2015,18,9.5,3.5,0,6,Libya,Benghazi,Lithi District Al-Laithi neighborhood,32.11,20.06,Libyan Army checkpoint on the way to the airport,Security
Islamic State - Tripolitania Province,2015,16.5,5,0,0,5,Libya,Msallata,East of the capital,32.34,14.02,Pro-government militia checkpoint,Security
Unknown Group,2015,0,0,0,0,0,Libya,Misratah,Eastern Misratah,32.375278,15.0925,Alkarem Gate Libyan Army checkpoint,Security
Islamic State - Tripolitania Province,2015,4,1.5,0,0,1.5,Libya,Misratah,Checkpoint 60 located on the coastal between Misrata and Sirte south of Tawargha,32.375278,15.0925,Libya Dawn Forces Checkpoint,Security
Islamic State - Tripolitania Province,2015,22,6,3,0,3,Libya,Misratah,Al-Sadada checkpoint southeast of the city,32.375278,15.0925,Libya Shield Forces (LSF) security checkpoint,Security
Islamic State - Tripolitania Province,2015,7,4.5,0,0,4.5,Libya,Danfniya,Main security checkpoint at an entrance of Dafniya between the town of Zliten and Masrata,32.4061,14.8369,Libya Dawn checkpoint,Security
Islamic State - Cyrenaica Province,2015,13,11.5,11.5,0,0,Libya,Al-Qubbah,Gas Station where motorists were lined up,32.7666,22.25,Gas station,Civilian
Islamic State - Cyrenaica Province,2015,13,11.5,10,0,0,Libya,Al-Qubbah,Central Legislator Residence House of the member of parliament,32.7666,22.25,Member of Parliament Aguila Sala Issa [survived],Political
Islamic State - Cyrenaica Province,2015,7.5,1,0,0,1,Libya,Al-Qubbah,An army checkpoint at the city's eastern entrance,32.7666,22.25,Government troops,Security
Islamic State - Cyrenaica Province,2015,13,11.5,11.5,0,0,Libya,Al-Qubbah,Libyan Police Station,32.7666,22.25,al-Qubbah Police Station,Security
Islamic State - Cyrenaica Province,2015,21,10,6,0,4,Libya,Derna,North side of town on a coastal road,32.766667,22.63333,Abu Salim Martyrs Brigade an extemist Islamist group which retook control of Derna from IS,Security
Islamic State - Cyrenaica Province,2015,5,3,0,0,3,Libya,Derna,Streets of Derna,32.766667,22.63333,Rival Libyan rebel Islamist brigade,Security
Islamic State - Cyrenaica Province,2015,5,3,0,0,3,Libya,Derna,Streets of Derna,32.766667,22.63333,Rival Libyan rebel Islamist brigade,Security
Islamic State - Cyrenaica Province,2015,12.5,5.5,2,0,3.5,Libya,Derna,Shiha neighborhood,32.766667,22.63333,Militants from the Mujahideen Shura Council,Security
Islamic State - Tripolitania Province,2015,10,10.5,10,0,0,Libya,Tripoli,Hotel Parking Lot,32.9023,13.18583,Libyan Corinthia Hotel,Civilian
Al-Mourabitoun,2015,12.5,3,3,0,0,Mali,Ansongo,Rural commune,15.70784,0.585451,United Nations MINUSMA mission peacekeeping barracks,Security
Unknown Group,2015,7,0,0,0,0,Mali,Tabankort,entrance of a MINUSMA camp,15.849,0.4178,UN Mali mission camp,Security
Gatia Pro-Government Militia,2015,0,11.5,0,0,11.5,Mali,Tabankort,Separatist Militia Position,15.849,0.4178,Toureg rebels of the National Movement for the Liberation of Azawad (NMLA),Security
Unknown Group,2015,5,1,0,0,1,Mali,Kidal,Near a UN checkpoint about one kilometre from UN camp in Kidal a UN military camp in Kidal,18.438889,1.408333,Base for Multidimensional Integrated Stabilization Mission in Mali (MINUSMA) peacekeeping forces,Security
Islamic State West Africa Province,2015,0,1,0,0,1,Niger,Diffa,Diffa civil prison in Southern Niger,13.314722,12.617777,Diffa civil prison,Security
Islamic State West Africa Province,2015,3,2,0,0,2,Niger,Diffa,10 km from the entrance to Diffa,13.314722,12.617777,Nigerian troops incercepting bombers,Security
Islamic State West Africa Province,2015,4.5,2.5,2.5,0,0,Nigeria,Abuja,Bus Stop on city outskirts,9.0543337,7.3940348,Bus stop in Nyanya,Civilian
Islamic State West Africa Province,2015,106,27.5,27.5,0,0,Nigeria,Yola,Jimeta,9.198252,12.504509,Jambutu Juma'at Mosque,Civilian
Unknown Group,2015,16.5,7,7,0,0,Nigeria,Yola,IDP Camp Malkohi Internally Displaced Persons camp outside the city,9.198252,12.504509,Tent for newly arrived refugees,Civilian
Unknown Group,2015,38,31,31,0,0,Nigeria,Yola,Market Jimeta Main Market,9.198252,12.504509,crowd of civilians gathered around a fake fight between two men,Civilian
Unknown Group,2015,80,33,33,0,0,Nigeria,Jambutu,Market Jambutu Area,9.2837732,12.4133918,Fruit and vegetable market,Civilian
Islamic State West Africa Province,2015,14,8,8,0,0,Nigeria,Garkida,Livestock market in Garkida village,9.9,12.416667,Livestock market,Civilian
Islamic State West Africa Province,2015,57,47.5,47.5,0,0,Nigeria,Jos,Mosque Yahaya Mosque,9.91667,8.9,Sani Yahaya [survived],Civilian
Unknown Group,2015,8,0,0,0,0,Nigeria,Gombe,Church Tudun Wada area,10.28,11.16,Nigerian Evangelist Church of West Africa in Gombe,Civilian
Unknown Group,2015,14,2,2,0,0,Nigeria,Gombe,Mosque Tudun Wada area,10.28,11.16,Nigerian Mosque,Civilian
Unknown Group,2015,11,5.5,5.5,0,0,Nigeria,Gombe,Kasuwar Arawa neighborhood,10.28,11.16,Nigerian Marketplace,Civilian
Unknown Group,2015,15,7.5,7.5,0,0,Nigeria,Gombe,Mosque Dadin Kowa motorpark,10.28,11.16,Nigerian mosque,Civilian
Unknown Group,2015,10,13.5,13.5,0,0,Nigeria,Gombe,Entrance of Bauchi Motor Park,10.28,11.16,Bauchi Motor Park,Civilian
Unknown Group,2015,38,25,25,0,0,Nigeria,Gombe,Market Babban Kasuwa (also called Babban Layi) market,10.28,11.16,Nigerian civilians,Civilian
Unknown Group,2015,18,0,0,0,0,Nigeria,Gombe,Car park outside of a presidential political rally venue,10.28,11.16,Nigerian President Goodluck Jonathan [Survived],Political
Unknown Group,2015,18,0,0,0,0,Nigeria,Gombe,Car park outside of a presidential political rally venue,10.28,11.16,Nigerian President Goodluck Jonathan [Survived],Political
Unknown Group,2015,0,3,2,0,1,Nigeria,Gombe,Kasuwar Katako area,10.28,11.16,Nigerian Military checkpoint,Security
Unknown Group,2015,25,6.5,6.5,0,0,Nigeria,Tashan Alade,Wedding venue in Tashan Alade,10.4909,12.4169,Weddding,Civilian
Unknown Group,2015,0,4,2,0,2,Nigeria,Sabon Gari,Near Sabon Gari,10.58333,12.01667,military checkpoint,Security
Unknown Group,2015,2,1.5,1.5,0,0,Nigeria,Sabon Gari,Security checkpoint,10.58333,12.01667,Vigilantes and civilians at checkpoint,Security
Unknown Group,2015,20,7,7,0,0,Nigeria,Biu,Market In the midst of the shoppers,10.6111,12.195,Nigerian Weekly Market,Civilian
Unknown Group,2015,17,18.5,18.5,0,0,Nigeria,Biu,Bus Station Tashar Gandu motor park on the edge of town,10.6111,12.195,Bus station,Civilian
Boko Haram,2015,20,23.5,23.5,0,0,Nigeria,Yamarkumi,Highway A4 passing through Yamarkumi village on the outskirts of Biu,10.6584,12.1634,Nigerian Police Checkpoint,Security
Unknown Group,2015,4,1.5,1.5,0,0,Nigeria,Ramirgo,Checkpoint near the entrance of Ramirgo market,10.7763,12.8924,Vigilantes at the entrance of the Ramirgo market,Security
Islamic State West Africa Province,2015,4,2.5,2.5,0,0,Nigeria,Kimba,Marketplace,10.8257,12.4201,Civilians in marketplace,Civilian
Unknown Group,2015,5,4.5,4.5,0,0,Nigeria,Madagali,Madagali market,10.889,13.625,Nigerian civilians in market,Civilian
Unknown Group,2015,0,11.5,11.5,0,0,Nigeria,Madagali,Dar Village,10.889,13.625,Fleeing Residents of Dar Village,Civilian
Unknown Group,2015,28.5,23.5,23.5,0,0,Nigeria,Madagali,Market Motor Park acting as Market,10.889,13.625,Nigerian civilian market,Civilian
Islamic State West Africa Province,2015,2.5,30,30,0,0,Nigeria,Linmakara,Marketplace Gwoza local government area,11.087,13.693,Nigerian marketplace,Civilian
Islamic State West Africa Province,2015,32.5,25.5,25.5,0,0,Nigeria,Zaria,Government building in city's Sabon Gari district,11.111,7.2727,crowds of people seeking employment,Civilian
Unknown Group,2015,0,3,3,0,0,Nigeria,Ngamdu,Bus Station,11.3333,11.1166,Nigerian civilians,Civilian
Unknown Group,2015,25,10,10,0,0,Nigeria,Gujba,Market Weekly Market In Wagir,11.499775,11.934161,Weekly market,Civilian
Unknown Group,2015,13,7,7,0,0,Nigeria,Malari Village,Market Along the main road from Bama to Konduga,11.535,13.616,Roadside Fruit Markets along Highway,Civilian
Islamic State West Africa Province,2015,0,3,0,0,3,Nigeria,Malari Village,on the main road from Bama to Konduga,11.535,13.616,Nigerian Military checkpoint,Security
Unknown Group,2015,0,0,0,0,0,Nigeria,Jakana,Road On the side of the road in Jakana,11.665,14.040833,Some place in Maiduguri - failed attempt,Civilian
Islamic State West Africa Province,2015,31,21.5,18.5,0,0,Nigeria,Dakasoye,In the crowd of pilgrim marching along procession path,11.7071,8.4406,Shiite Muslim Procession,Civilian
Islamic State West Africa Province,2015,3,0,0,0,0,Nigeria,Potiskum,College car park of the College of Administrative and Business Studies in Potiskum,11.7091,11.0694,College of Administrative and Business Studies in Potiskum,Civilian
Unknown Group,2015,15.5,1.5,1.5,0,0,Nigeria,Potiskum,Retail Shop Mobile Phone Marketplace,11.7091,11.0694,Civilians at Marketplace,Civilian
Unknown Group,2015,0,2,2,0,0,Nigeria,Potiskum,Dorawa Area,11.7091,11.0694,Angry mob chasing the bomber,Civilian
Unknown Group,2015,16.5,1.5,1.5,0,0,Nigeria,Potiskum,Retail Shop Mobile Phone Marketplace,11.7091,11.0694,Civilians and first responders from the first bombing,Civilian
Unknown Group,2015,9,2.5,2.5,0,0,Nigeria,Potiskum,Restaurant N/A,11.7091,11.0694,Nigerian civilians at Al-Amir restaurant,Civilian
Unknown Group,2015,48,4,4,0,0,Nigeria,Potiskum,Bus Station Tashar Kunne are on the outskirts of Potiskum,11.7091,11.0694,Nigerian Bus station,Civilian
Islamic State West Africa Province,2015,0,5,5,0,0,Nigeria,Potiskum,Church Inside church,11.7091,11.0694,Redeemed Christian Church of God [Pentecostal],Civilian
Islamic State West Africa Province,2015,1,5,5,0,0,Nigeria,Potiskum,Church Redeemed Christian Church of God,11.7091,11.0694,Redeemed Christian Church of God [Pentecostal],Civilian
Boko Haram,2015,23.5,6,6,0,0,Nigeria,Potiskum,Retail Shop Phone market,11.7091,11.0694,Nigerian civilians,Civilian
Boko Haram,2015,23.5,14.5,14.5,0,0,Nigeria,Potiskum,Bus Station Outskirts of the city,11.7091,11.0694,Bus station,Civilian
Boko Haram,2015,7,7.5,7.5,0,0,Nigeria,Potiskum,Outside home of Sabo Garbu,11.7091,11.0694,Sabo Garbu People's Democratic Party (PDP) candidate for parliament [survived],Political
Unknown Group,2015,0,1,0,0,1,Nigeria,Potiskum,Nigerian Police station,11.7091,11.0694,Nigerian Police station,Security
Unknown Group,2015,4,8,8,0,0,Nigeria,Potiskum,Civilian Vigilant Office,11.7091,11.0694,Nigerian Civilian Vigilante Office in the Igwanda area of Potiskum,Security
Unknown Group,2015,3,4,4,0,0,Nigeria,Damaturu,Grocery shop Near a mosque housing estate,11.747,11.9608,Small food store,Civilian
Unknown Group,2015,35.5,5,5,0,0,Nigeria,Damaturu,Entrance of central Damaturu motor park (bus station),11.747,11.9608,Central Damaturu motor park,Civilian
Unknown Group,2015,32,7,7,0,0,Nigeria,Damaturu,Bus Station Near Damaturu Central Motor Park,11.747,11.9608,Bus Station,Civilian
Unknown Group,2015,6.5,5.5,5.5,0,0,Nigeria,Damaturu,Layin Geange neighborhood,11.747,11.9608,Ramadan Prayer Site,Civilian
Unknown Group,2015,7,6.5,6.5,0,0,Nigeria,Damaturu,Phase 1 Area,11.747,11.9608,Ramadan Prayer Site,Civilian
Unknown Group,2015,5,11,11,0,0,Nigeria,Damaturu,Mosque Phase 1 Area,11.747,11.9608,Jumat Mosque,Civilian
Unknown Group,2015,3,8,8,0,0,Nigeria,Damaturu,Mosque Nigerian mosque,11.747,11.9608,Nigerian mosque,Civilian
Unknown Group,2015,30,10.5,10.5,0,0,Nigeria,Damaturu,Bus Stop Car Park,11.747,11.9608,Nigerian Bus Stop,Civilian
Boko Haram,2015,31,11.5,11.5,0,0,Nigeria,Damaturu,Bus Station,11.747,11.9608,Nigerian civilians,Civilian
Islamic State West Africa Province,2015,47,17,17,0,0,Nigeria,Damaturu,Marketplace Entrance point of market,11.747,11.9608,Civilians in a crowded marketplace,Civilian
Unknown Group,2015,0,9.5,9.5,0,0,Nigeria,Damaturu,Outskirts of Damaturu,11.747,11.9608,Nigerian Fulani herders settlement,Civilian
Unknown Group,2015,0,4,2,0,2,Nigeria,Damaturu,Outskirts of the city,11.747,11.9608,Nigerian Police checkpoint,Security
Unknown Group,2015,0,4,2,0,2,Nigeria,Damaturu,Outskirts of the city,11.747,11.9608,Nigerian Police checkpoint,Security
Islamic State West Africa Province,2015,3,0,0,0,0,Nigeria,Beni Sheik,Main Gate of Market,11.808354,12.494828,Nigerian Army checkpoint IVO Market,Security
Islamic State West Africa Province,2015,24,6,6,0,0,Nigeria,Beni Sheik,Vigilante security checkpoint,11.808354,12.494828,Civilians in Beni Sheik,Security
